C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
00,INDIA,,,,,,,,,,,003000,BODO ,1,0,1
00,INDIA,,,,,,,,,,,006000,HINDI ,169,101,68
00,INDIA,,,,,,,,,,,014000,NEPALI ,3,1,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,75,44,31
00,INDIA,,,,,,,,,,,087000,MIRI/MISHING,8,4,4
00,INDIA,,,,,,039000,DIMASA ,236,114,122,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,81,36,45
00,INDIA,,,,,,,,,,,003000,BODO ,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,50,32,18
00,INDIA,,,,,,,,,,,040000,ENGLISH ,6,3,3
00,INDIA,,,,,,040000,ENGLISH ,984983,558180,426803,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,12033,7278,4755
00,INDIA,,,,,,,,,,,003000,BODO ,622,378,244
00,INDIA,,,,,,,,,,,004000,DOGRI ,1,1,0
00,INDIA,,,,,,,,,,,005000,GUJARATI,45,32,13
00,INDIA,,,,,,,,,,,006000,HINDI ,623933,364321,259612
00,INDIA,,,,,,,,,,,007000,KANNADA,77,43,34
00,INDIA,,,,,,,,,,,009000,KONKANI,1,1,0
00,INDIA,,,,,,,,,,,010000,MAITHILI ,1,0,1
00,INDIA,,,,,,,,,,,011000,MALAYALAM,18,8,10
00,INDIA,,,,,,,,,,,012000,MANIPURI ,46,28,18
00,INDIA,,,,,,,,,,,013000,MARATHI ,47,26,21
00,INDIA,,,,,,,,,,,014000,NEPALI ,547,315,232
00,INDIA,,,,,,,,,,,015000,ODIA ,90,55,35
00,INDIA,,,,,,,,,,,016000,PUNJABI ,31,20,11
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1283,753,530
00,INDIA,,,,,,,,,,,018000,SANTALI ,3,3,0
00,INDIA,,,,,,,,,,,019000,SINDHI,2,1,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,52,36,16
00,INDIA,,,,,,,,,,,021000,TELUGU ,23,9,14
00,INDIA,,,,,,,,,,,022000,URDU,202,140,62
00,INDIA,,,,,,,,,,,023000,ADI ,1,1,0
00,INDIA,,,,,,,,,,,026000,ANGAMI ,15,5,10
00,INDIA,,,,,,,,,,,027000,AO ,34,20,14
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1077,657,420
00,INDIA,,,,,,,,,,,035000,CHAKRU/CHOKRI ,3,1,2
00,INDIA,,,,,,,,,,,038000,DEORI ,54,28,26
00,INDIA,,,,,,,,,,,039000,DIMASA ,2,0,2
00,INDIA,,,,,,,,,,,043000,GARO ,189,122,67
00,INDIA,,,,,,,,,,,046000,HALAM ,6,1,5
00,INDIA,,,,,,,,,,,047000,HMAR,2,1,1
00,INDIA,,,,,,,,,,,051000,KABUI ,1,0,1
00,INDIA,,,,,,,,,,,052000,KARBI/MIKIR ,146,79,67
00,INDIA,,,,,,,,,,,054000,KHARIA ,1,1,0
00,INDIA,,,,,,,,,,,055000,KHASI ,150,81,69
00,INDIA,,,,,,,,,,,056000,KHEZHA ,4,2,2
00,INDIA,,,,,,,,,,,066000,KONYAK ,1,1,0
00,INDIA,,,,,,,,,,,071000,KUKI,2,2,0
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,1,1,0
00,INDIA,,,,,,,,,,,077000,LALUNG ,4,2,2
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,1,0,1
00,INDIA,,,,,,,,,,,081000,LOTHA ,15,10,5
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,21,13,8
00,INDIA,,,,,,,,,,,084000,MAO,1,0,1
00,INDIA,,,,,,,,,,,087000,MIRI/MISHING,600,349,251
00,INDIA,,,,,,,,,,,091000,MUNDA,1,1,0
00,INDIA,,,,,,,,,,,100000,PHOM ,3,1,2
00,INDIA,,,,,,,,,,,102000,RABHA ,48,34,14
00,INDIA,,,,,,,,,,,104000,RENGMA ,1,0,1
00,INDIA,,,,,,,,,,,105000,SANGTAM ,4,1,3
00,INDIA,,,,,,,,,,,106000,SAVARA,3,3,0
00,INDIA,,,,,,,,,,,107000,SEMA,1,1,0
00,INDIA,,,,,,,,,,,112000,TANGKHUL ,3,1,2
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,1,1,0
00,INDIA,,,,,,,,,,,119000,WANCHO,8,5,3
00,INDIA,,,,,,,,,,,120000,YIMCHUNGRE,3,3,0
00,INDIA,,,,,,,,,,,124000,OTHERS,423,309,114
00,INDIA,,,,,,043000,GARO ,6828,4542,2286,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,452,331,121
00,INDIA,,,,,,,,,,,003000,BODO ,128,89,39
00,INDIA,,,,,,,,,,,006000,HINDI ,1060,884,176
00,INDIA,,,,,,,,,,,014000,NEPALI ,44,32,12
00,INDIA,,,,,,,,,,,040000,ENGLISH ,188,108,80
00,INDIA,,,,,,,,,,,052000,KARBI/MIKIR ,5,5,0
00,INDIA,,,,,,,,,,,055000,KHASI ,13,11,2
00,INDIA,,,,,,,,,,,061000,KOCH ,7,4,3
00,INDIA,,,,,,,,,,,102000,RABHA ,234,133,101
00,INDIA,,,,,,,,,,,124000,OTHERS,1,0,1
00,INDIA,,,,,,044000,GONDI,40,21,19,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,9,4,5
00,INDIA,,,,,,045000,HALABI,2,1,1,,,,,
00,INDIA,,,,,,046000,HALAM ,26,18,8,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,3,1,2
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,6,5,1
00,INDIA,,,,,,,,,,,087000,MIRI/MISHING,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,047000,HMAR,35,23,12,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,7,4,3
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,12,7,5
00,INDIA,,,,,,048000,HO,10,6,4,,,,,
00,INDIA,,,,,,051000,KABUI ,4,2,2,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,052000,KARBI/MIKIR ,10711,5431,5280,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,126,69,57
00,INDIA,,,,,,,,,,,003000,BODO ,29,12,17
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,1649,998,651
00,INDIA,,,,,,,,,,,007000,KANNADA,3,3,0
00,INDIA,,,,,,,,,,,014000,NEPALI ,37,24,13
00,INDIA,,,,,,,,,,,015000,ODIA ,2,1,1
00,INDIA,,,,,,,,,,,038000,DEORI ,1,0,1
00,INDIA,,,,,,,,,,,039000,DIMASA ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,211,128,83
00,INDIA,,,,,,,,,,,043000,GARO ,10,4,6
00,INDIA,,,,,,,,,,,055000,KHASI ,6,2,4
00,INDIA,,,,,,,,,,,077000,LALUNG ,9,5,4
00,INDIA,,,,,,,,,,,081000,LOTHA ,1,0,1
00,INDIA,,,,,,,,,,,102000,RABHA ,2,0,2
00,INDIA,,,,,,,,,,,124000,OTHERS,3,1,2
00,INDIA,,,,,,053000,KHANDESHI,7,5,2,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,1,1
00,INDIA,,,,,,,,,,,013000,MARATHI ,3,3,0
00,INDIA,,,,,,054000,KHARIA ,163,89,74,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,19,14,5
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,055000,KHASI ,1566,900,666,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,17,14,3
00,INDIA,,,,,,,,,,,003000,BODO ,5,4,1
00,INDIA,,,,,,,,,,,006000,HINDI ,277,184,93
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,0,1
00,INDIA,,,,,,,,,,,013000,MARATHI ,2,1,1
00,INDIA,,,,,,,,,,,014000,NEPALI ,17,11,6
00,INDIA,,,,,,,,,,,015000,ODIA ,1,1,0
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,112,66,46
00,INDIA,,,,,,,,,,,043000,GARO ,19,12,7
00,INDIA,,,,,,,,,,,052000,KARBI/MIKIR ,6,2,4
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,056000,KHEZHA ,2,2,0,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,057000,KHIEMNUNGAN,5,3,2,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,061000,KOCH ,131,69,62,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,11,4,7
00,INDIA,,,,,,,,,,,006000,HINDI ,9,5,4
00,INDIA,,,,,,,,,,,043000,GARO ,2,2,0
00,INDIA,,,,,,,,,,,124000,OTHERS,1,0,1
00,INDIA,,,,,,065000,KONDA,6,4,2,,,,,
00,INDIA,,,,,,066000,KONYAK ,8,7,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,068000,KORWA ,69,33,36,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,069000,KOYA ,2,1,1,,,,,
00,INDIA,,,,,,070000,KUI ,69,35,34,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,53,29,24
00,INDIA,,,,,,,,,,,015000,ODIA ,2,1,1
00,INDIA,,,,,,071000,KUKI,159,78,81,,,,,
00,INDIA,,,,,,,,,,,003000,BODO ,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,126,63,63
00,INDIA,,,,,,072000,KURUKH/ORAON ,45,19,26,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,8,5,3
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,073000,LADAKHI ,7,5,2,,,,,
00,INDIA,,,,,,075000,LAHNDA ,12,6,6,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,5,3,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,2,1
00,INDIA,,,,,,076000,LAKHER,1,0,1,,,,,
00,INDIA,,,,,,077000,LALUNG ,649,332,317,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,0,2
00,INDIA,,,,,,,,,,,003000,BODO ,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,28,20,8
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,,,,,,052000,KARBI/MIKIR ,8,5,3
00,INDIA,,,,,,079000,LIANGMEI ,36,23,13,,,,,
00,INDIA,,,,,,080000,LIMBU ,7,4,3,,,,,
00,INDIA,,,,,,081000,LOTHA ,50,25,25,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,5,3,2
00,INDIA,,,,,,,,,,,027000,AO ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,12,7,5
00,INDIA,,,,,,,,,,,105000,SANGTAM ,1,0,1
00,INDIA,,,,,,082000,LUSHAI/MIZO ,141,108,33,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,7,6,1
00,INDIA,,,,,,,,,,,006000,HINDI ,36,29,7
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,19,13,6
00,INDIA,,,,,,,,,,,043000,GARO ,3,3,0
00,INDIA,,,,,,083000,MALTO ,1,0,1,,,,,
00,INDIA,,,,,,084000,MAO,1,0,1,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,0,1
00,INDIA,,,,,,085000,MARAM,62,30,32,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,20,19,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,087000,MIRI/MISHING,25208,12765,12443,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,34,21,13
00,INDIA,,,,,,,,,,,003000,BODO ,23,15,8
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,1636,990,646
00,INDIA,,,,,,,,,,,014000,NEPALI ,50,30,20
00,INDIA,,,,,,,,,,,022000,URDU,2,1,1
00,INDIA,,,,,,,,,,,023000,ADI ,5,4,1
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1,1,0
00,INDIA,,,,,,,,,,,038000,DEORI ,16,9,7
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1249,740,509
00,INDIA,,,,,,,,,,,043000,GARO ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,088000,MISHMI ,110,48,62,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,24,9,15
00,INDIA,,,,,,,,,,,006000,HINDI ,2,0,2
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1,1,0
00,INDIA,,,,,,089000,MOGH ,3,2,1,,,,,
00,INDIA,,,,,,091000,MUNDA,2361,1198,1163,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,8,5,3
00,INDIA,,,,,,,,,,,003000,BODO ,4,2,2
00,INDIA,,,,,,,,,,,005000,GUJARATI,42,21,21
00,INDIA,,,,,,,,,,,006000,HINDI ,646,413,233
00,INDIA,,,,,,,,,,,014000,NEPALI ,23,13,10
00,INDIA,,,,,,,,,,,015000,ODIA ,49,27,22
00,INDIA,,,,,,,,,,,040000,ENGLISH ,11,4,7
00,INDIA,,,,,,,,,,,044000,GONDI,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,24,12,12
00,INDIA,,,,,,092000,MUNDARI ,262,123,139,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,92,55,37
00,INDIA,,,,,,,,,,,014000,NEPALI ,4,2,2
00,INDIA,,,,,,,,,,,015000,ODIA ,7,3,4
00,INDIA,,,,,,,,,,,091000,MUNDA,1,1,0
00,INDIA,,,,,,,,,,,106000,SAVARA,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,094000,NISSI/DAFLA ,99,46,53,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,29,13,16
00,INDIA,,,,,,,,,,,015000,ODIA ,2,2,0
00,INDIA,,,,,,,,,,,022000,URDU,4,1,3
00,INDIA,,,,,,,,,,,040000,ENGLISH ,5,2,3
00,INDIA,,,,,,095000,NOCTE ,14,7,7,,,,,
00,INDIA,,,,,,097000,PARJI ,5,2,3,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,100000,PHOM ,9,3,6,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,0,3
00,INDIA,,,,,,101000,POCHURY,2,1,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,102000,RABHA ,9120,4392,4728,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,690,345,345
00,INDIA,,,,,,,,,,,003000,BODO ,112,61,51
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,646,414,232
00,INDIA,,,,,,,,,,,014000,NEPALI ,3,0,3
00,INDIA,,,,,,,,,,,016000,PUNJABI ,8,5,3
00,INDIA,,,,,,,,,,,018000,SANTALI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,114,67,47
00,INDIA,,,,,,,,,,,043000,GARO ,431,275,156
00,INDIA,,,,,,,,,,,055000,KHASI ,2,2,0
00,INDIA,,,,,,103000,RAI ,5,3,2,,,,,
00,INDIA,,,,,,104000,RENGMA ,20,10,10,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,4,3,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,10,6,4
00,INDIA,,,,,,,,,,,105000,SANGTAM ,2,0,2
00,INDIA,,,,,,105000,SANGTAM ,24,17,7,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,6,5,1
00,INDIA,,,,,,106000,SAVARA,404,223,181,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,126,87,39
00,INDIA,,,,,,,,,,,040000,ENGLISH ,10,8,2
00,INDIA,,,,,,107000,SEMA,18,7,11,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,0,1
00,INDIA,,,,,,,,,,,006000,HINDI ,6,4,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,109000,SHINA,1,1,0,,,,,
00,INDIA,,,,,,111000,TAMANG ,4,0,4,,,,,
00,INDIA,,,,,,,,,,,014000,NEPALI ,3,0,3
00,INDIA,,,,,,112000,TANGKHUL ,3,0,3,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,0,2
00,INDIA,,,,,,113000,TANGSA,49,24,25,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,21,14,7
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,0,2
00,INDIA,,,,,,,,,,,124000,OTHERS,2,1,1
00,INDIA,,,,,,114000,THADO ,1,0,1,,,,,
00,INDIA,,,,,,115000,TIBETAN ,17,15,2,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,116000,TRIPURI ,33,16,17,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,3,1,2
00,INDIA,,,,,,,,,,,003000,BODO ,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,8,4,4
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,0,3
00,INDIA,,,,,,,,,,,088000,MISHMI ,1,1,0
00,INDIA,,,,,,117000,TULU ,14,8,6,,,,,
00,INDIA,,,,,,118000,VAIPHEI ,11,6,5,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,1,1
00,INDIA,,,,,,119000,WANCHO,145,79,66,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,56,32,24
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,120000,YIMCHUNGRE,14,11,3,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,7,5,2
00,INDIA,,,,,,121000,ZELIANG ,2,0,2,,,,,
00,INDIA,,,,,,123000,ZOU ,3,2,1,,,,,
00,INDIA,,,,,,124000,OTHERS,24853,12559,12294,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,366,203,163
00,INDIA,,,,,,,,,,,003000,BODO ,14,10,4
00,INDIA,,,,,,,,,,,006000,HINDI ,3645,2221,1424
00,INDIA,,,,,,,,,,,007000,KANNADA,1,1,0
00,INDIA,,,,,,,,,,,012000,MANIPURI ,3,2,1
00,INDIA,,,,,,,,,,,014000,NEPALI ,131,75,56
00,INDIA,,,,,,,,,,,015000,ODIA ,31,17,14
00,INDIA,,,,,,,,,,,016000,PUNJABI ,2,1,1
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,0,1
00,INDIA,,,,,,,,,,,019000,SINDHI,2,1,1
00,INDIA,,,,,,,,,,,021000,TELUGU ,5,3,2
00,INDIA,,,,,,,,,,,022000,URDU,24,12,12
00,INDIA,,,,,,,,,,,023000,ADI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,357,232,125
00,INDIA,,,,,,,,,,,043000,GARO ,3,1,2
00,INDIA,,,,,,,,,,,055000,KHASI ,3,2,1
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,90,47,43
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,1,0
00,INDIA,,,,,,,,,,,087000,MIRI/MISHING,5,3,2
00,INDIA,,,,,,,,,,,091000,MUNDA,1,0,1
00,INDIA,,,,,,,,,,,092000,MUNDARI ,3,2,1
00,INDIA,,,,,,,,,,,094000,NISSI/DAFLA ,1,1,0
00,INDIA,,,,,,,,,,,102000,RABHA ,2,1,1
00,INDIA,,,,,,,,,,,106000,SAVARA,1,1,0
00,INDIA,,,,,,,,,,,113000,TANGSA,1,1,0
00,INDIA,,,,,,,,,,,117000,TULU ,1,0,1
00,INDIA,002000,BENGALI ,97237669,49798752,47438917,,,,,,,,,,
00,INDIA,,,,,,001000,ASSAMESE,3387481,1864105,1523376,,,,,
00,INDIA,,,,,,,,,,,003000,BODO ,2878,1943,935
00,INDIA,,,,,,,,,,,005000,GUJARATI,17,12,5
00,INDIA,,,,,,,,,,,006000,HINDI ,746986,470650,276336
00,INDIA,,,,,,,,,,,007000,KANNADA,4,3,1
00,INDIA,,,,,,,,,,,010000,MAITHILI ,3,2,1
00,INDIA,,,,,,,,,,,011000,MALAYALAM,11,10,1
00,INDIA,,,,,,,,,,,012000,MANIPURI ,142,90,52
00,INDIA,,,,,,,,,,,013000,MARATHI ,15,8,7
00,INDIA,,,,,,,,,,,014000,NEPALI ,4529,2666,1863
00,INDIA,,,,,,,,,,,015000,ODIA ,404,190,214
00,INDIA,,,,,,,,,,,016000,PUNJABI ,54,35,19
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,126,84,42
00,INDIA,,,,,,,,,,,018000,SANTALI ,138,84,54
00,INDIA,,,,,,,,,,,019000,SINDHI,201,112,89
00,INDIA,,,,,,,,,,,020000,TAMIL ,13,12,1
00,INDIA,,,,,,,,,,,021000,TELUGU ,8,5,3
00,INDIA,,,,,,,,,,,022000,URDU,2515,1920,595
00,INDIA,,,,,,,,,,,023000,ADI ,12,6,6
00,INDIA,,,,,,,,,,,026000,ANGAMI ,7,5,2
00,INDIA,,,,,,,,,,,027000,AO ,26,10,16
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,2666,1663,1003
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,1,1,0
00,INDIA,,,,,,,,,,,031000,BHOTIA ,7,7,0
00,INDIA,,,,,,,,,,,033000,BISHNUPURIYA,3,3,0
00,INDIA,,,,,,,,,,,036000,CHANG ,3,1,2
00,INDIA,,,,,,,,,,,038000,DEORI ,8,4,4
00,INDIA,,,,,,,,,,,039000,DIMASA ,151,80,71
00,INDIA,,,,,,,,,,,040000,ENGLISH ,97646,60358,37288
00,INDIA,,,,,,,,,,,043000,GARO ,1657,1411,246
00,INDIA,,,,,,,,,,,046000,HALAM ,14,11,3
00,INDIA,,,,,,,,,,,047000,HMAR,4,3,1
00,INDIA,,,,,,,,,,,052000,KARBI/MIKIR ,454,308,146
00,INDIA,,,,,,,,,,,054000,KHARIA ,1,1,0
00,INDIA,,,,,,,,,,,055000,KHASI ,79,62,17
00,INDIA,,,,,,,,,,,061000,KOCH ,36,10,26
00,INDIA,,,,,,,,,,,066000,KONYAK ,4,2,2
00,INDIA,,,,,,,,,,,071000,KUKI,1,1,0
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,9,7,2
00,INDIA,,,,,,,,,,,073000,LADAKHI ,1,1,0
00,INDIA,,,,,,,,,,,077000,LALUNG ,22,14,8
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,4,3,1
00,INDIA,,,,,,,,,,,080000,LIMBU ,2,2,0
00,INDIA,,,,,,,,,,,081000,LOTHA ,13,8,5
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,11,8,3
00,INDIA,,,,,,,,,,,087000,MIRI/MISHING,139,72,67
00,INDIA,,,,,,,,,,,088000,MISHMI ,3,3,0
00,INDIA,,,,,,,,,,,091000,MUNDA,14,5,9
00,INDIA,,,,,,,,,,,094000,NISSI/DAFLA ,1,0,1
00,INDIA,,,,,,,,,,,095000,NOCTE ,1,0,1
00,INDIA,,,,,,,,,,,100000,PHOM ,1,1,0
00,INDIA,,,,,,,,,,,102000,RABHA ,86,42,44
00,INDIA,,,,,,,,,,,104000,RENGMA ,1,1,0
00,INDIA,,,,,,,,,,,105000,SANGTAM ,2,2,0
00,INDIA,,,,,,,,,,,107000,SEMA,4,1,3
00,INDIA,,,,,,,,,,,113000,TANGSA,5,3,2
00,INDIA,,,,,,,,,,,116000,TRIPURI ,7,5,2
00,INDIA,,,,,,,,,,,117000,TULU ,4,4,0
00,INDIA,,,,,,,,,,,119000,WANCHO,5,4,1
00,INDIA,,,,,,,,,,,120000,YIMCHUNGRE,1,0,1
00,INDIA,,,,,,,,,,,121000,ZELIANG ,4,2,2
00,INDIA,,,,,,,,,,,123000,ZOU ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,775,432,343
00,INDIA,,,,,,003000,BODO ,3054,1774,1280,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,810,528,282
00,INDIA,,,,,,,,,,,006000,HINDI ,297,201,96
00,INDIA,,,,,,,,,,,014000,NEPALI ,28,20,8
00,INDIA,,,,,,,,,,,018000,SANTALI ,9,7,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,18,11,7
00,INDIA,,,,,,,,,,,043000,GARO ,3,2,1
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,1,0,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,3,2,1
00,INDIA,,,,,,,,,,,102000,RABHA ,9,7,2
00,INDIA,,,,,,,,,,,124000,OTHERS,5,2,3
00,INDIA,,,,,,004000,DOGRI ,26,14,12,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,13,8,5
00,INDIA,,,,,,005000,GUJARATI,9412,5456,3956,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,7,4,3
00,INDIA,,,,,,,,,,,006000,HINDI ,3800,2271,1529
00,INDIA,,,,,,,,,,,010000,MAITHILI ,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,99,46,53
00,INDIA,,,,,,,,,,,014000,NEPALI ,5,5,0
00,INDIA,,,,,,,,,,,015000,ODIA ,4,4,0
00,INDIA,,,,,,,,,,,016000,PUNJABI ,9,4,5
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,2,2,0
00,INDIA,,,,,,,,,,,019000,SINDHI,7,1,6
00,INDIA,,,,,,,,,,,020000,TAMIL ,3,1,2
00,INDIA,,,,,,,,,,,021000,TELUGU ,3,2,1
00,INDIA,,,,,,,,,,,022000,URDU,45,29,16
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,6,5,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1243,714,529
00,INDIA,,,,,,,,,,,124000,OTHERS,6,5,1
00,INDIA,,,,,,006000,HINDI ,8377865,5158747,3219118,,,,,
